fpl_name,fpl_id,understat_name,understat_id
Troy Deeney,380,Troy Deeney,574.0
Tom Cleverley,381,Tom Cleverley,596.0
Francisco Femenía Far,382,Kiko Femenía,5043.0
Andre Gray,383,,
Christian Kabasele,384,Christian Kabasele,1725.0
Nathaniel Chalobah,385,,
William Troost-Ekong,387,William Troost-Ekong,6996.0
Stipe Perica,388,,
Daniel Bachmann,389,Daniel Bachmann,1025.0
Adam Masina,390,Adam Masina,1441.0
Ken Sema,391,Ken Sema,6841.0
Philip Zinckernagel,392,,
Isaac Success Ajayi,393,,
Ayotomiwa Dele-Bashiru,394,,
Ashley Fletcher,395,Ashley Fletcher,1675.0
Francisco Sierralta,396,Francisco Sierralta,7081.0
Domingos Quina,397,,
Marc Navarro,398,,
Ismaila Sarr,399,Ismaila Sarr,5675.0
Jeremy Ngakia,400,Jeremy Ngakia,8235.0
Ben Wilmot,401,,
Joseph Hungbo,402,,
Imrân Louza,403,Imran Louza,7278.0
João Pedro Junqueira de Jesus,404,João Pedro,8272.0
Kwadwo Baah,405,,
Emmanuel Dennis,450,Emmanuel Dennis,9301.0
Matthew Pollock,454,,
Oghenekaro Peter Etebo,467,Oghenekaro Etebo,6538.0
Joshua King,468,Joshua King,465.0
Adedapo Awokoya-Mebude,469,,
Juan Camilo Hernández Suárez,472,Juan Camilo Hernández,6954.0
Juraj Kucka,495,Juraj Kucka,1123.0
Ozan Tufan,557,Ozan Tufan,9957.0
Robert Elliot,574,,
Nicolas Nkoulou,618,Nicolas N&#039;Koulou,3387.0
James Morris,633,,
Vincent Angelini,642,,
Kamil Conteh,669,,
Hassane Kamara,676,Hassane Kamara,3729.0
Samir Caetano de Souza Santos,677,Samir,1142.0
Edo Kayembe,679,Edo Kayembe,10290.0
Samuel Kalu,698,Samuel Kalu,6947.0
Shaqai Forde,725,,
Tiago Çukur,732,,
Adrian Blake,733,,
Jack Grieves,734,,
Kurt Zouma,128,Kurt Zouma,935.0
Mark Noble,406,Mark Noble,533.0
Darren Randolph,407,,
Lukasz Fabianski,408,Lukasz Fabianski,706.0
Angelo Ogbonna,409,Angelo Ogbonna,528.0
Winston Reid,410,,
Aaron Cresswell,411,Aaron Cresswell,534.0
Andriy Yarmolenko,412,Andriy Yarmolenko,6274.0
Michail Antonio,413,Michail Antonio,531.0
Craig Dawson,414,Craig Dawson,804.0
Ryan Fredericks,415,Ryan Fredericks,6891.0
Manuel Lanzini,416,Manuel Lanzini,535.0
Arthur Masuaku,417,Arthur Masuaku,1760.0
Vladimir Coufal,418,Vladimir Coufal,8965.0
Saïd Benrahma,419,Said Benrahma,3585.0
Jarrod Bowen,420,Jarrod Bowen,1776.0
Declan Rice,421,Declan Rice,5553.0
Tomas Soucek,422,Tomas Soucek,8288.0
Pablo Fornals,423,Pablo Fornals,2335.0
Issa Diop,424,Issa Diop,3203.0
Ben Johnson,425,Ben Johnson,6424.0
Alphonse Areola,489,Alphonse Areola,2310.0
Frederik Alves,521,,
Conor Coventry,522,,
Jamal Baptiste,554,,
Nikola Vlasic,582,Nikola Vlasic,6276.0
Alex Kral,589,Alex Kral,8017.0
Harrison Ashby,617,Harrison Ashby,10061.0
Sonny Perkins,634,Sonny Perkins,10141.0
Ajibola Alese,644,,
Armstrong Oko-Flex,652,,
Pierre Ekwah,682,,
Daniel Chesters,710,Daniel Chesters,10424.0
João Filipe Iria Santos Moutinho,426,João Moutinho,3422.0
Rui Pedro dos Santos Patrício,427,,
Willy Boly,428,Willy Boly,6850.0
Conor Coady,429,Conor Coady,6851.0
Raúl Jiménez,430,Raúl Jiménez,4105.0
Romain Saïss,431,Romain Saiss,3491.0
Fernando Marçal,432,Fernando Marçal,5708.0
Jonathan Castro Otto,433,Jonny,2280.0
Leander Dendoncker,434,Leander Dendoncker,7236.0
Adama Traoré,435,Adama Traoré,900.0
Rúben Diogo da Silva Neves,436,Rúben Neves,6853.0
Nélson Cabral Semedo,437,Nélson Semedo,6163.0
Daniel Castelo Podence,438,Daniel Podence,8291.0
Max Kilman,439,Max Kilman,7332.0
Morgan Gibbs-White,440,Morgan Gibbs-White,6857.0
Pedro Lomba Neto,441,Pedro Neto,6382.0
Owen Otasowie,442,,
Ki-Jana Hoever,443,Ki-Jana Hoever,8351.0
Andreas Söndergaard,444,,
Fabio Silva,445,Fabio Silva,8778.0
Yerson Mosquera Valdelamar,446,,
John Ruddy,452,John Ruddy,785.0
Francisco Machado Mota de Castro Trincão,461,Trincão,8934.0
Rayan Ait Nouri,470,Rayan Ait Nouri,6674.0
José Malheiro de Sá,475,José Sá,9740.0
Patrick Cutrone,523,,
Luke Cundle,547,Luke Cundle,8179.0
Chem Campbell,548,Chem Campbell,9741.0
Christian Marques,549,,
Hee-Chan Hwang,583,Hee-Chan Hwang,8845.0
Louie Moulden,611,,
James Storer,621,,
Hugo Bueno,635,,
Bruno André Cavaco Jordão,661,,
Toti António Gomes,685,Toti,10293.0
Dion Sanderson,686,,
Ryan Giles,687,,
Francisco Jorge Tomás Oliveira,689,Chiquinho,10327.0
